2.000000000000000000e+00,1.000000000000000056e-01,2.510000000000000009e-01,-4.000000000000000083e-02,1.324000000000000021e+01,9.949999999999999289e+00,-2.399999999999999911e+00,1.850000000000000089e+00,8.000000000000000444e-01,-7.299999999999999822e-01,-1.399999999999999911e+00
3.000000000000000000e+00,1.499999999999999944e-01,2.530000000000000027e-01,-4.200000000000000261e-02,1.398000000000000043e+01,1.121000000000000085e+01,-3.649999999999999911e+00,3.000000000000000000e+00,1.100000000000000089e+00,-5.200000000000000178e-01,-1.790000000000000036e+00
4.000000000000000000e+00,2.000000000000000111e-01,2.740000000000000213e-01,-5.000000000000000278e-02,1.499000000000000021e+01,1.268999999999999950e+01,-4.769999999999999574e+00,1.340000000000000080e+00,4.299999999999999933e-01,-2.000000000000000111e-01,-1.709999999999999964e+00
5.000000000000000000e+00,2.999999999999999889e-01,3.150000000000000022e-01,-6.099999999999999867e-02,1.739999999999999858e+01,1.439000000000000057e+01,-6.879999999999999893e+00,-4.500000000000000111e-01,-1.479999999999999982e+00,6.600000000000000311e-01,1.290000000000000036e+00
6.000000000000000000e+00,4.000000000000000222e-01,3.619999999999999885e-01,-6.900000000000000577e-02,1.771999999999999886e+01,1.458000000000000007e+01,-7.429999999999999716e+00,-2.500000000000000000e+00,-3.009999999999999787e+00,2.310000000000000053e+00,2.899999999999999911e+00
7.000000000000000000e+00,5.000000000000000000e-01,4.179999999999999827e-01,-7.499999999999999722e-02,1.828000000000000114e+01,1.364000000000000057e+01,-7.360000000000000320e+00,-4.740000000000000213e+00,-4.690000000000000391e+00,4.500000000000000000e+00,4.990000000000000213e+00
8.000000000000000000e+00,5.999999999999999778e-01,4.729999999999999760e-01,-7.900000000000000078e-02,1.792999999999999972e+01,1.244999999999999929e+01,-6.830000000000000071e+00,-8.460000000000000853e+00,-5.889999999999999680e+00,5.830000000000000071e+00,6.059999999999999609e+00
9.000000000000000000e+00,6.999999999999999556e-01,5.290000000000000258e-01,-7.900000000000000078e-02,1.641000000000000014e+01,1.076999999999999957e+01,-6.030000000000000249e+00,-1.132000000000000028e+01,-6.519999999999999574e+00,6.799999999999999822e+00,6.400000000000000355e+00
1.000000000000000000e+01,8.000000000000000444e-01,5.849999999999999645e-01,-7.799999999999999989e-02,1.481000000000000050e+01,9.359999999999999432e+00,-5.230000000000000426e+00,-1.252999999999999936e+01,-7.099999999999999645e+00,7.000000000000000000e+00,6.360000000000000320e+00
1.100000000000000000e+01,9.000000000000000222e-01,6.390000000000000124e-01,-7.599999999999999811e-02,1.181000000000000050e+01,7.269999999999999574e+00,-3.720000000000000195e+00,-1.136999999999999922e+01,-5.089999999999999858e+00,5.080000000000000071e+00,4.589999999999999858e+00
1.200000000000000000e+01,1.000000000000000000e+00,6.879999999999999449e-01,-7.299999999999999545e-02,9.000000000000000000e+00,5.490000000000000213e+00,-2.720000000000000195e+00,-8.199999999999999289e+00,-3.089999999999999858e+00,3.399999999999999911e+00,3.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000089e+00,7.289999999999999813e-01,-7.399999999999999634e-02,6.240000000000000213e+00,4.059999999999999609e+00,-1.919999999999999929e+00,-4.679999999999999716e+00,-2.089999999999999858e+00,2.240000000000000213e+00,2.009999999999999787e+00
1.400000000000000000e+01,1.149999999999999911e+00,7.439999999999999947e-01,-7.199999999999999456e-02,5.440000000000000391e+00,3.580000000000000071e+00,-1.610000000000000098e+00,-3.470000000000000195e+00,-1.600000000000000089e+00,1.760000000000000009e+00,1.679999999999999938e+00
1.500000000000000000e+01,1.199999999999999956e+00,7.600000000000000089e-01,-7.000000000000000666e-02,4.639999999999999680e+00,3.100000000000000089e+00,-1.310000000000000053e+00,-2.270000000000000018e+00,-1.110000000000000098e+00,1.280000000000000027e+00,1.350000000000000089e+00
1.600000000000000000e+01,1.300000000000000044e+00,7.880000000000000338e-01,-7.099999999999999367e-02,3.330000000000000071e+00,2.279999999999999805e+00,-8.399999999999999689e-01,-5.300000000000000266e-01,-2.999999999999999889e-01,2.999999999999999889e-01,5.100000000000000089e-01
1.700000000000000000e+01,1.399999999999999911e+00,8.090000000000000524e-01,-6.800000000000000488e-02,2.939999999999999947e+00,1.989999999999999991e+00,-6.500000000000000222e-01,-4.799999999999999822e-01,-1.799999999999999933e-01,2.700000000000000178e-01,4.000000000000000222e-01
1.800000000000000000e+01,1.500000000000000000e+00,8.309999999999999609e-01,-6.800000000000000488e-02,2.470000000000000195e+00,1.649999999999999911e+00,-4.600000000000000200e-01,-2.899999999999999800e-01,-1.000000000000000056e-01,1.799999999999999933e-01,2.600000000000000089e-01
1.900000000000000000e+01,1.699999999999999956e+00,8.669999999999999929e-01,-6.800000000000000488e-02,1.899999999999999911e+00,1.209999999999999964e+00,-2.800000000000000266e-01,-2.600000000000000089e-01,-1.000000000000000056e-01,1.199999999999999956e-01,1.700000000000000122e-01
2.000000000000000000e+01,2.000000000000000000e+00,9.100000000000000311e-01,-6.500000000000000222e-02,1.199999999999999956e+00,7.600000000000000089e-01,-1.000000000000000056e-01,-1.799999999999999933e-01,-7.000000000000000666e-02,8.999999999999999667e-02,8.000000000000000167e-02
2.100000000000000000e+01,2.399999999999999911e+00,9.419999999999999485e-01,-5.899999999999999689e-02,5.699999999999999512e-01,4.500000000000000111e-01,1.100000000000000006e-01,-2.000000000000000042e-02,0.000000000000000000e+00,2.000000000000000042e-02,2.000000000000000042e-02
2.200000000000000000e+01,2.799999999999999822e+00,9.499999999999999556e-01,-5.500000000000000028e-02,4.400000000000000022e-01,3.499999999999999778e-01,1.400000000000000133e-01,2.000000000000000042e-02,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000021e-02
2.300000000000000000e+01,3.200000000000000178e+00,9.529999999999999583e-01,-5.099999999999999672e-02,4.299999999999999933e-01,3.200000000000000067e-01,1.300000000000000044e-01,1.000000000000000021e-02,1.000000000000000021e-02,0.000000000000000000e+00,1.000000000000000021e-02
2.400000000000000000e+01,3.600000000000000089e+00,9.559999999999999609e-01,-4.800000000000000100e-02,4.099999999999999756e-01,3.099999999999999978e-01,1.199999999999999956e-01,2.000000000000000042e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02
2.500000000000000000e+01,4.000000000000000000e+00,9.579999999999999627e-01,-4.499999999999999833e-02,4.299999999999999933e-01,3.200000000000000067e-01,1.400000000000000133e-01,4.000000000000000083e-02,2.999999999999999889e-02,2.000000000000000042e-02,2.999999999999999889e-02
2.600000000000000000e+01,5.000000000000000000e+00,9.619999999999999662e-01,-3.899999999999999994e-02,4.299999999999999933e-01,3.099999999999999978e-01,1.300000000000000044e-01,2.999999999999999889e-02,2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02
2.700000000000000000e+01,6.000000000000000000e+00,9.649999999999999689e-01,-3.500000000000000333e-02,4.500000000000000111e-01,3.400000000000000244e-01,1.600000000000000033e-01,2.999999999999999889e-02,2.999999999999999889e-02,2.000000000000000042e-02,2.999999999999999889e-02
2.800000000000000000e+01,7.500000000000000000e+00,9.659999999999999698e-01,-2.800000000000000058e-02,4.600000000000000200e-01,3.800000000000000044e-01,1.499999999999999944e-01,0.000000000000000000e+00,1.000000000000000021e-02,0.000000000000000000e+00,1.000000000000000021e-02
